S.N.|Candidate|Party|EVM Votes|Postal Votes|Total Votes|% of Votes|UT_OR_STATE|CONSTITUENCY
11.0|RATHA G|Independent|1273|7|1280|0.11|Tamil Nadu|CHIDAMBARAM
12.0|RAJAMANICKAM C|Independent|1068|19|1087|0.09|Tamil Nadu|CHIDAMBARAM
13.0|CHINNADURAI A|Independent|628|10|638|0.05|Tamil Nadu|CHIDAMBARAM
14.0|ELAVARASAN C|Independent|584|2|586|0.05|Tamil Nadu|CHIDAMBARAM
15.0|NOTA|None of the Above|8631|130|8761|0.75|Tamil Nadu|CHIDAMBARAM
|Total||1158718|8353|1167071||Tamil Nadu|CHIDAMBARAM
1.0|M.K. VISHNUPRASAD|Indian National Congress|450401|4652|455053|44.11|Tamil Nadu|CUDDALORE
2.0|P. SIVAKOZHUNDU|Desiya Murpokku Dravida Kazhagam|267707|1450|269157|26.09|Tamil Nadu|CUDDALORE
3.0|THANKAR BACHAN|Pattali Makkal Katchi|202372|2872|205244|19.9|Tamil Nadu|CUDDALORE
4.0|V. MANIVASAGAN|Naam Tamilar Katchi|56863|561|57424|5.57|Tamil Nadu|CUDDALORE
5.0|S. ARIVUDAINAMBI|Anti Corruption Dynamic Party|6479|21|6500|0.63|Tamil Nadu|CUDDALORE
6.0|A. BALAJI|Independent|5440|10|5450|0.53|Tamil Nadu|CUDDALORE
7.0|V.THANIGAISELVAN|Bahujan Samaj Party|3917|54|3971|0.38|Tamil Nadu|CUDDALORE
8.0|K. MAYAKRISHNAN|Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi|3696|6|3702|0.36|Tamil Nadu|CUDDALORE
9.0|SU.VA. DHATSHANAMOORTHY|Independent|3414|5|3419|0.33|Tamil Nadu|CUDDALORE
10.0|S. RAMALINGAM|Independent|3208|8|3216|0.31|Tamil Nadu|CUDDALORE
11.0|G. PICHAMUTHU|Independent|2186|8|2194|0.21|Tamil Nadu|CUDDALORE
12.0|R. ANANDHI|Independent|1677|19|1696|0.16|Tamil Nadu|CUDDALORE
13.0|S. CHAKKARAVARTHY|Independent|1484|4|1488|0.14|Tamil Nadu|CUDDALORE
14.0|R. SRINIVASAN|Independent|1352|11|1363|0.13|Tamil Nadu|CUDDALORE
15.0|V. DAKSHANAAMURTHY|Independent|1276|10|1286|0.12|Tamil Nadu|CUDDALORE
16.0|THANGA MURUGAN|Desiya Makkal Sakthi Katchi|1030|6|1036|0.1|Tamil Nadu|CUDDALORE
17.0|R. RAJASEKAR|Independent|701|11|712|0.07|Tamil Nadu|CUDDALORE
18.0|R. PRAKASH|Independent|694|6|700|0.07|Tamil Nadu|CUDDALORE
19.0|S. RAJAMOHAN|Independent|659|1|660|0.06|Tamil Nadu|CUDDALORE
20.0|NOTA|None of the Above|7084|208|7292|0.71|Tamil Nadu|CUDDALORE
|Total||1021640|9923|1031563||Tamil Nadu|CUDDALORE
1.0|ARUN NEHRU|Dravida Munnetra Kazhagam|598003|5206|603209|53.42|Tamil Nadu|PERAMBALUR
2.0|CHANDRAMOHAN N D|All India Anna Dravida Munnetra Kazhagam|212495|1607|214102|18.96|Tamil Nadu|PERAMBALUR
3.0|PAARIVENDHAR T R|Bharatiya Janata Party|160606|1260|161866|14.33|Tamil Nadu|PERAMBALUR
4.0|THENMOZHI R|Naam Tamilar Katchi|112200|892|113092|10.02|Tamil Nadu|PERAMBALUR
5.0|MANI S|Independent|3950|1|3951|0.35|Tamil Nadu|PERAMBALUR
6.0|MADHU R|Independent|3498|10|3508|0.31|Tamil Nadu|PERAMBALUR
7.0|RENGARAJ S|Independent|3251|22|3273|0.29|Tamil Nadu|PERAMBALUR
8.0|ELANGOVAN R|Bahujan Samaj Party|3033|26|3059|0.27|Tamil Nadu|PERAMBALUR
9.0|VASUDEVAN A|Independent|1355|7|1362|0.12|Tamil Nadu|PERAMBALUR
10.0|ARUN NEHRU|Independent|1280|19|1299|0.12|Tamil Nadu|PERAMBALUR
11.0|LAKSHMANAN|Independent|1087|-|1087|0.1|Tamil Nadu|PERAMBALUR
12.0|PARY T|Independent|1077|4|1081|0.1|Tamil Nadu|PERAMBALUR
13.0|ANANDARAJU R|Independent|1009|6|1015|0.09|Tamil Nadu|PERAMBALUR
14.0|JAYAKUMAR K|Samaniya Makkal Nala Katchi|1003|3|1006|0.09|Tamil Nadu|PERAMBALUR
15.0|TAMILSELVAN M|Independent|872|6|878|0.08|Tamil Nadu|PERAMBALUR
16.0|THANGAMANI K|Independent|868|5|873|0.08|Tamil Nadu|PERAMBALUR
17.0|P K AMMAN G SIVAKUMAR|Independent|740|15|755|0.07|Tamil Nadu|PERAMBALUR
18.0|EBINESAN M|Independent|731|17|748|0.07|Tamil Nadu|PERAMBALUR
19.0|MURUGANANTHAM T|Independent|730|3|733|0.06|Tamil Nadu|PERAMBALUR
20.0|SUDHAKAR S|Independent|550|5|555|0.05|Tamil Nadu|PERAMBALUR
21.0|SAMBATH D|Independent|530|2|532|0.05|Tamil Nadu|PERAMBALUR
22.0|MUTHUKUMAR|Independent|467|2|469|0.04|Tamil Nadu|PERAMBALUR
23.0|VEERAMALAI K|Independent|449|2|451|0.04|Tamil Nadu|PERAMBALUR
24.0|NOTA|None of the Above|10075|247|10322|0.91|Tamil Nadu|PERAMBALUR
|Total||1119859|9367|1129226||Tamil Nadu|PERAMBALUR
1.0|DURAI VAIKO|Marumalarchi Dravida Munnetra Kazhagam|538877|3336|542213|51.35|Tamil Nadu|TIRUCHIRAPPALLI
2.0|KARUPPAIAH. P|All India Anna Dravida Munnetra Kazhagam|227445|1674|229119|21.7|Tamil Nadu|TIRUCHIRAPPALLI
3.0|RAJESSH. T|Naam Tamilar Katchi|106752|706|107458|10.18|Tamil Nadu|TIRUCHIRAPPALLI
4.0|SENTHILNATHAN. P|Amma Makkal Munnettra Kazagam|99561|1186|100747|9.54|Tamil Nadu|TIRUCHIRAPPALLI
5.0|SELVARAJ. S|Independent|14781|15|14796|1.4|Tamil Nadu|TIRUCHIRAPPALLI
6.0|DAMODARAN. S|Independent|5138|28|5166|0.49|Tamil Nadu|TIRUCHIRAPPALLI
7.0|ALLIMUTHU. M|Bahujan Samaj Party|4353|78|4431|0.42|Tamil Nadu|TIRUCHIRAPPALLI
8.0|RAJENDRAN. S|Independent|3489|10|3499|0.33|Tamil Nadu|TIRUCHIRAPPALLI
9.0|JEEVANANTHAM. M|Independent|2879|73|2952|0.28|Tamil Nadu|TIRUCHIRAPPALLI
10.0|SAKTHIVEL|Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam|2587|59|2646|0.25|Tamil Nadu|TIRUCHIRAPPALLI
11.0|KARUPPIAH. S|Independent|2156|15|2171|0.21|Tamil Nadu|TIRUCHIRAPPALLI
12.0|BACKIYARAJ VELLAISAMY|Naadaalum Makkal Katchi|2120|163|2283|0.22|Tamil Nadu|TIRUCHIRAPPALLI
13.0|SATHIS KUMAR. S|Independent|2048|4|2052|0.19|Tamil Nadu|TIRUCHIRAPPALLI
14.0|KAVITHA. S|Independent|1719|17|1736|0.16|Tamil Nadu|TIRUCHIRAPPALLI
15.0|NAGARAJAN. M|Independent|1656|8|1664|0.16|Tamil Nadu|TIRUCHIRAPPALLI
16.0|GOVINDARASU. P|Independent|1562|4|1566|0.15|Tamil Nadu|TIRUCHIRAPPALLI
17.0|ANBIN AMUDHAN. R|Independent|1492|6|1498|0.14|Tamil Nadu|TIRUCHIRAPPALLI
18.0|DURAIRAJ. A|Independent|1455|8|1463|0.14|Tamil Nadu|TIRUCHIRAPPALLI
19.0|SASIKUMAR. P|Independent|1346|6|1352|0.13|Tamil Nadu|TIRUCHIRAPPALLI
20.0|PANNEERSELVAM. P|Independent|1255|8|1263|0.12|Tamil Nadu|TIRUCHIRAPPALLI
21.0|DURAI. S|Independent|1198|4|1202|0.11|Tamil Nadu|TIRUCHIRAPPALLI
22.0|ANAND SELVARAJ|Independent|1172|6|1178|0.11|Tamil Nadu|TIRUCHIRAPPALLI
23.0|SANKAR. R|Independent|1162|4|1166|0.11|Tamil Nadu|TIRUCHIRAPPALLI
24.0|AMBIVENKATESAN|Independent|972|6|978|0.09|Tamil Nadu|TIRUCHIRAPPALLI
25.0|DURAI. T|Independent|877|3|880|0.08|Tamil Nadu|TIRUCHIRAPPALLI
26.0|SATHYAMURTHY. T|Independent|826|8|834|0.08|Tamil Nadu|TIRUCHIRAPPALLI
27.0|VIJAYAKUMAR. P|Independent|797|5|802|0.08|Tamil Nadu|TIRUCHIRAPPALLI
28.0|PERIYASAMY. V|Independent|771|3|774|0.07|Tamil Nadu|TIRUCHIRAPPALLI
29.0|AKILA. M|Independent|742|5|747|0.07|Tamil Nadu|TIRUCHIRAPPALLI
30.0|ROJA RAMANI. S|Anna MGR Dravida Makkal Kalgam|738|39|777|0.07|Tamil Nadu|TIRUCHIRAPPALLI
31.0|RAJENDRAN. P|Independent|674|1|675|0.06|Tamil Nadu|TIRUCHIRAPPALLI
32.0|MANIKANDARAJ. S|Independent|601|7|608|0.06|Tamil Nadu|TIRUCHIRAPPALLI
33.0|MURUGESAN. P|Independent|494|3|497|0.05|Tamil Nadu|TIRUCHIRAPPALLI
34.0|JOSEPH. L|Samaniya Makkal Nala Katchi|482|9|491|0.05|Tamil Nadu|TIRUCHIRAPPALLI
35.0|MUTHURAJA. T|Independent|428|3|431|0.04|Tamil Nadu|TIRUCHIRAPPALLI
36.0|NOTA|None of the Above|13560|289|13849|1.31|Tamil Nadu|TIRUCHIRAPPALLI
|Total||1048165|7799|1055964||Tamil Nadu|TIRUCHIRAPPALLI
1.0|JOTHIMANI. S|Indian National Congress|531829|3077|534906|47.25|Tamil Nadu|KARUR
2.0|THANGAVEL. L|All India Anna Dravida Munnetra Kazhagam|366209|1881|368090|32.52|Tamil Nadu|KARUR
3.0|SENTHILNATHAN. V.V|Bharatiya Janata Party|101517|965|102482|9.05|Tamil Nadu|KARUR
4.0|KARUPPAIYA. R|Naam Tamilar Katchi|86962|541|87503|7.73|Tamil Nadu|KARUR
5.0|SANKARAN. S|Bahujan Samaj Party|2665|15|2680|0.24|Tamil Nadu|KARUR
6.0|SAKTHIVEL. R|Independent|2391|22|2413|0.21|Tamil Nadu|KARUR
7.0|ABILAZAN. N|Independent|1916|5|1921|0.17|Tamil Nadu|KARUR
8.0|KARTHIKPERUMAL. R|Independent|1808|1|1809|0.16|Tamil Nadu|KARUR
9.0|KATHIRAVAN. P|Independent|1445|3|1448|0.13|Tamil Nadu|KARUR
10.0|KARUNAMOORTHY. S|Independent|1278|-|1278|0.11|Tamil Nadu|KARUR
11.0|MOHAMED NAZEEM. S|Independent|938|-|938|0.08|Tamil Nadu|KARUR
12.0|PALANISAMY. N.A|Independent|934|-|934|0.08|Tamil Nadu|KARUR
13.0|SHANMUGAM. N|Samaniya Makkal Nala Katchi|924|5|929|0.08|Tamil Nadu|KARUR
14.0|KALAIRAJ. K|Independent|809|2|811|0.07|Tamil Nadu|KARUR
15.0|JOTHIMANI. A.K|Independent|805|3|808|0.07|Tamil Nadu|KARUR
16.0|KANNAN. T|Independent|782|6|788|0.07|Tamil Nadu|KARUR
17.0|JOTHIMANI. S|Independent|774|6|780|0.07|Tamil Nadu|KARUR
18.0|SATHASIVAM. R|Independent|728|1|729|0.06|Tamil Nadu|KARUR
19.0|MANIKANDAN. K|Independent|685|-|685|0.06|Tamil Nadu|KARUR
20.0|KOSAMALAR. P|Independent|641|3|644|0.06|Tamil Nadu|KARUR
21.0|MURUGESAN. K|Ganasangam Party of India|628|2|630|0.06|Tamil Nadu|KARUR
22.0|MAHESWARAN. A|Independent|589|1|590|0.05|Tamil Nadu|KARUR
23.0|REGIS THIYAGARAJAN. V.G.A|Independent|570|2|572|0.05|Tamil Nadu|KARUR
24.0|VINCENT. F|Anti Corruption Dynamic Party|510|5|515|0.05|Tamil Nadu|KARUR
25.0|NATRAYAN. R|Independent|503|-|503|0.04|Tamil Nadu|KARUR
26.0|BANUMATHY. S|Independent|494|2|496|0.04|Tamil Nadu|KARUR
27.0|UMADEVI. S|Independent|452|1|453|0.04|Tamil Nadu|KARUR
28.0|VARADAN. M|Independent|428|1|429|0.04|Tamil Nadu|KARUR
29.0|MURALI. M|Independent|417|-|417|0.04|Tamil Nadu|KARUR
30.0|SAKTHIVEL. N|Independent|414|1|415|0.04|Tamil Nadu|KARUR
31.0|BABU. G|Independent|387|-|387|0.03|Tamil Nadu|KARUR
32.0|JAFAR ALI. A|Independent|368|3|371|0.03|Tamil Nadu|KARUR
33.0|PRABHU. G|Independent|354|-|354|0.03|Tamil Nadu|KARUR
34.0|PALANIVEL. P|Independent|350|-|350|0.03|Tamil Nadu|KARUR
35.0|ANBAZHAGAN. T|Independent|338|1|339|0.03|Tamil Nadu|KARUR
36.0|MURUGESAN. P|Independent|327|-|327|0.03|Tamil Nadu|KARUR
37.0|SOWMIYA. R|Independent|307|3|310|0.03|Tamil Nadu|KARUR
38.0|SATHISHKUMAR. S|Independent|304|2|306|0.03|Tamil Nadu|KARUR
39.0|DHURAIYARASAN. P|Independent|273|2|275|0.02|Tamil Nadu|KARUR
40.0|VINOTH KUMAR. N|Independent|273|3|276|0.02|Tamil Nadu|KARUR
41.0|SATHIS KUMAR. C|Independent|258|9|267|0.02|Tamil Nadu|KARUR
42.0|THIRUGNANAM. M|Independent|253|5|258|0.02|Tamil Nadu|KARUR
43.0|SATHISH. P|Independent|241|3|244|0.02|Tamil Nadu|KARUR
44.0|MAHAMUNI. A|Independent|213|-|213|0.02|Tamil Nadu|KARUR
45.0|RAJAPANDIAN. K|Independent|207|2|209|0.02|Tamil Nadu|KARUR
46.0|JOTHIVEL. A|Independent|206|-|206|0.02|Tamil Nadu|KARUR
47.0|BASKARAN. N|Independent|205|-|205|0.02|Tamil Nadu|KARUR
48.0|PUSHPARAJ. N|Independent|199|-|199|0.02|Tamil Nadu|KARUR
49.0|NARENDRAKUMAR. G|Independent|197|-|197|0.02|Tamil Nadu|KARUR
50.0|PRASANTH. S|Independent|194|-|194|0.02|Tamil Nadu|KARUR
51.0|SUBASH MALAYALAM. T|Independent|186|-|186|0.02|Tamil Nadu|KARUR
52.0|NAGESVARAN. P|Independent|185|-|185|0.02|Tamil Nadu|KARUR
53.0|DANIYA. P|Independent|165|-|165|0.01|Tamil Nadu|KARUR
54.0|SIVAKUMAR. V|Independent|150|1|151|0.01|Tamil Nadu|KARUR
55.0|NOTA|None of the Above|8174|101|8275|0.73|Tamil Nadu|KARUR
|Total||1125359|6686|1132045||Tamil Nadu|KARUR
1.0|SACHITHANANTHAM R|Communist Party of India (Marxist)|667391|2758|670149|58.29|Tamil Nadu|DINDIGUL
2.0|MOHAMED MUBARAK M A|All India Anna Dravida Munnetra Kazhagam|225492|836|226328|19.69|Tamil Nadu|DINDIGUL
3.0|THILGABAMA M|Pattali Makkal Katchi|111013|1490|112503|9.79|Tamil Nadu|DINDIGUL
4.0|KAILAI RAJAN D|Naam Tamilar Katchi|96891|954|97845|8.51|Tamil Nadu|DINDIGUL
5.0|RAJKUMAR R|Independent|4410|6|4416|0.38|Tamil Nadu|DINDIGUL
6.0|NATCHIMUTHU S|Bahujan Samaj Party|4231|53|4284|0.37|Tamil Nadu|DINDIGUL
7.0|DINESHKUMAR S|All India Youth Development Party|2411|23|2434|0.21|Tamil Nadu|DINDIGUL
8.0|MURUGESAN (A) VISHNU MURUGESAN C|Independent|2004|4|2008|0.17|Tamil Nadu|DINDIGUL
9.0|ANGUCHAMY M|Independent|1286|4|1290|0.11|Tamil Nadu|DINDIGUL
10.0|SURESH K|Independent|1254|3|1257|0.11|Tamil Nadu|DINDIGUL
11.0|ARUMUGAM R|Independent|1078|11|1089|0.09|Tamil Nadu|DINDIGUL
12.0|SABARINATH S|Independent|1001|10|1011|0.09|Tamil Nadu|DINDIGUL
13.0|ANBUROSE D|Independent|997|15|1012|0.09|Tamil Nadu|DINDIGUL
14.0|PALANISAMY K|Independent|941|8|949|0.08|Tamil Nadu|DINDIGUL
15.0|SATHISH KANNA G T|Independent|914|12|926|0.08|Tamil Nadu|DINDIGUL
16.0|NOTA|None of the Above|21860|260|22120|1.92|Tamil Nadu|DINDIGUL
|Total||1143174|6447|1149621||Tamil Nadu|DINDIGUL
1.0|ESWARASAMY K|Dravida Munnetra Kazhagam|530742|2635|533377|47.37|Tamil Nadu|POLLACHI
2.0|KARTHIKEYAN A|All India Anna Dravida Munnetra Kazhagam|280230|1105|281335|24.98|Tamil Nadu|POLLACHI
3.0|VASANTHARAJAN K|Bharatiya Janata Party|221945|1409|223354|19.84|Tamil Nadu|POLLACHI
4.0|SURESHKUMAR N|Naam Tamilar Katchi|57962|234|58196|5.17|Tamil Nadu|POLLACHI
5.0|PRAKASH P|Independent|2834|17|2851|0.25|Tamil Nadu|POLLACHI
6.0|BENJAMINKIRUBAKARAN J|Bahujan Samaj Party|2267|17|2284|0.2|Tamil Nadu|POLLACHI
7.0|VASANTHAKUMAR T|Independent|2186|4|2190|0.19|Tamil Nadu|POLLACHI
8.0|RAMASAMY K|Independent|1816|9|1825|0.16|Tamil Nadu|POLLACHI
9.0|ESWARASAMY K|Independent|1775|15|1790|0.16|Tamil Nadu|POLLACHI
10.0|GOPALAKRISHNAN M|New Generation People’s Party|1127|6|1133|0.1|Tamil Nadu|POLLACHI
11.0|KALIMUTHU S|Independent|976|5|981|0.09|Tamil Nadu|POLLACHI
12.0|KARTHIKEYAN D|Independent|600|19|619|0.05|Tamil Nadu|POLLACHI
13.0|NOOR MUHAMAD A|Independent|599|6|605|0.05|Tamil Nadu|POLLACHI
14.0|KARTHIKEYAN P|Independent|548|19|567|0.05|Tamil Nadu|POLLACHI
15.0|KARTHIKEYAN D|Independent|433|2|435|0.04|Tamil Nadu|POLLACHI
16.0|NOTA|None of the Above|14399|104|14503|1.29|Tamil Nadu|POLLACHI
|Total||1120439|5606|1126045||Tamil Nadu|POLLACHI
1.0|GANAPATHY RAJKUMAR P|Dravida Munnetra Kazhagam|565428|2772|568200|41.39|Tamil Nadu|COIMBATORE
2.0|ANNAMALAI K|Bharatiya Janata Party|447608|2524|450132|32.79|Tamil Nadu|COIMBATORE
3.0|SINGAI G RAMACHANDRAN|All India Anna Dravida Munnetra Kazhagam|235603|887|236490|17.23|Tamil Nadu|COIMBATORE
4.0|KALAMANI JAGANATHAN|Naam Tamilar Katchi|82387|270|82657|6.02|Tamil Nadu|COIMBATORE
5.0|VELMURUGAN K|Bahujan Samaj Party|2364|11|2375|0.17|Tamil Nadu|COIMBATORE
6.0|SANJAYKUMAR S|Independent|1787|2|1789|0.13|Tamil Nadu|COIMBATORE
7.0|ANNADURAI R|Independent|1767|5|1772|0.13|Tamil Nadu|COIMBATORE
8.0|SURESH M|Independent|1472|2|1474|0.11|Tamil Nadu|COIMBATORE
9.0|GOPALAKRISHNAN S|Independent|1196|3|1199|0.09|Tamil Nadu|COIMBATORE
10.0|RAGHUL GANDHI K|Hindustan Janta Party|1170|6|1176|0.09|Tamil Nadu|COIMBATORE
11.0|KARTHICK T|Independent|1070|3|1073|0.08|Tamil Nadu|COIMBATORE
12.0|RAJKUMAR M|Independent|1067|1|1068|0.08|Tamil Nadu|COIMBATORE
13.0|RAJKUMAR|Independent|1010|3|1013|0.07|Tamil Nadu|COIMBATORE
14.0|RAJKUMAR G|Independent|888|4|892|0.06|Tamil Nadu|COIMBATORE
15.0|SHANMUGAM K|Independent|881|1|882|0.06|Tamil Nadu|COIMBATORE
16.0|KRISHNAN V|Independent|722|4|726|0.05|Tamil Nadu|COIMBATORE
17.0|RAMACHANDRAN M|Independent|663|-|663|0.05|Tamil Nadu|COIMBATORE
18.0|RAJAMANICKAM N|Independent|626|3|629|0.05|Tamil Nadu|COIMBATORE
19.0|RAJKUMAR G B|Independent|607|4|611|0.04|Tamil Nadu|COIMBATORE
20.0|KUMAR A|Ganasangam Party of India|548|3|551|0.04|Tamil Nadu|COIMBATORE
21.0|SANGEETHA R|Naadaalum Makkal Katchi|491|1|492|0.04|Tamil Nadu|COIMBATORE
22.0|RICHARD VINCENT|Viro Ke Vir Indian Party|489|3|492|0.04|Tamil Nadu|COIMBATORE
23.0|SURIYAKUMAR K|Independent|443|4|447|0.03|Tamil Nadu|COIMBATORE
24.0|ARUNKANTH V|Independent|432|6|438|0.03|Tamil Nadu|COIMBATORE
25.0|ANANDHAKUMAR S|Rashtriya Samaj Paksha|417|2|419|0.03|Tamil Nadu|COIMBATORE
26.0|RAMACHANDRAN R|Independent|368|1|369|0.03|Tamil Nadu|COIMBATORE
27.0|MUTHUSAMY P P|Independent|368|1|369|0.03|Tamil Nadu|COIMBATORE
28.0|PALANISAMYRAAJ M|Independent|313|3|316|0.02|Tamil Nadu|COIMBATORE
29.0|PUSHPANANTHAM V|Tamizhaga Murpokku Makkal Katchi|303|2|305|0.02|Tamil Nadu|COIMBATORE
30.0|DINESH K|Independent|284|1|285|0.02|Tamil Nadu|COIMBATORE
31.0|PREMKUMAR P|Independent|281|2|283|0.02|Tamil Nadu|COIMBATORE
32.0|RAVICHANDRAN|Independent|271|1|272|0.02|Tamil Nadu|COIMBATORE
33.0|DURAISAMY A|Independent|263|3|266|0.02|Tamil Nadu|COIMBATORE
34.0|ZAHIR HUSSAIN|Independent|259|1|260|0.02|Tamil Nadu|COIMBATORE
35.0|BOOBALAN|Independent|252|1|253|0.02|Tamil Nadu|COIMBATORE
36.0|NOORMUHAMAD A|Independent|232|2|234|0.02|Tamil Nadu|COIMBATORE
37.0|PASUPATHI S|Independent|170|3|173|0.01|Tamil Nadu|COIMBATORE
38.0|NOTA|None of the Above|11677|111|11788|0.86|Tamil Nadu|COIMBATORE
|Total||1366177|6656|1372833||Tamil Nadu|COIMBATORE
1.0|RAJA A|Dravida Munnetra Kazhagam|470729|2483|473212|46.44|Tamil Nadu|NILGIRIS
2.0|DR MURUGAN L|Bharatiya Janata Party|231111|1516|232627|22.83|Tamil Nadu|NILGIRIS
3.0|LOGESH TAMILSELVAN D|All India Anna Dravida Munnetra Kazhagam|219417|813|220230|21.61|Tamil Nadu|NILGIRIS
4.0|JAYAKUMAR A|Naam Tamilar Katchi|58588|233|58821|5.77|Tamil Nadu|NILGIRIS
5.0|VIJAYAKUMAR D|Independent|4805|3|4808|0.47|Tamil Nadu|NILGIRIS
